chrom	start	end
CH464491.1	3514197	3514213
CH464491.1	3522473	3522489
CH464491.1	3522868	3522884
CH464491.1	3523808	3523824
CH464491.1	3524085	3524101
CH464491.1	3524353	3524377
CH464491.1	3524862	3524878
CH464491.1	3525456	3525472
CH464491.1	3526010	3526026
CH464491.1	3526184	3526200
CH464491.1	3526934	3526950
CH464491.1	3527926	3527942
CH464491.1	3528059	3528075
CH464491.1	3528112	3528136
CH464491.1	3529414	3529430
CH464491.1	3529982	3529998
CH464491.1	3530624	3530640
CH464491.1	3535453	3535469
CH464491.1	3537449	3537465
CH464491.1	3537814	3537834
CH464491.1	3537980	3537996
CH464491.1	3538520	3538536
CH464491.1	3538893	3538913
CH464491.1	3539575	3539591
CH464491.1	3540494	3540510
CH464491.1	3541814	3541836
CH464491.1	3541953	3541969
CH464491.1	3543133	3543151
CH464491.1	3543282	3543298
CH464491.1	3543794	3543810
CH464491.1	3545114	3545136
CH464491.1	3545251	3545267
CH464491.1	3546573	3546589
CH464491.1	3547094	3547110
CH464491.1	3548414	3548436
CH464491.1	3548551	3548567
CH464491.1	3549873	3549889
CH464491.1	3550248	3550264
CH464491.1	3552446	3552470
CH464491.1	3552575	3552593
CH464491.1	3552685	3552701
CH464491.1	3552859	3552875
CH464491.1	3553168	3553184
CH464491.1	3553186	3553202
CH464491.1	3553595	3553611
CH464491.1	3553656	3553672
CH464491.1	3553787	3553803
CH464491.1	3554134	3554150
CH464491.1	3554406	3554422
CH464491.1	3554605	3554621
CH464491.1	3554687	3554703
CH464491.1	3554912	3554928
CH464491.1	3555451	3555467
CH464491.1	3556890	3556910
CH464491.1	3556957	3556975
CH464491.1	3557093	3557109
CH464491.1	3557893	3557911
CH464491.1	3558462	3558478
CH464491.1	3558661	3558677
CH464491.1	3558743	3558759
CH464491.1	3558968	3558984
CH464491.1	3559507	3559523
CH464491.1	3560549	3560565
CH464491.1	3560862	3560878
CH464491.1	3560991	3561007
CH464491.1	3561896	3561912
CH464491.1	3563005	3563021
CH464491.1	3563465	3563483
CH464491.1	3563511	3563527
CH464491.1	3563674	3563690
CH464491.1	3563725	3563741
CH464491.1	3564167	3564189
CH464491.1	3564485	3564503
CH464491.1	3566150	3566166
CH464491.1	3569051	3569067
CH464491.1	3569188	3569204
CH464491.1	3571377	3571393
CH464491.1	3573557	3573575
CH464491.1	3574026	3574042
CH464491.1	3574753	3574769
CH464491.1	3575513	3575529
CH464491.1	3576122	3576138
CH464491.1	3576584	3576600
CH464491.1	3579706	3579722
CH464491.1	3579895	3579911
CH464491.1	3580542	3580558
CH464491.1	3580590	3580608
CH464491.1	3581079	3581095
CH464491.1	3581135	3581151
CH464491.1	3582023	3582041
CH464491.1	3584103	3584119
CH464491.1	3585185	3585201
CH464491.1	3585546	3585562
CH464491.1	3586382	3586398
CH464491.1	3586498	3586518
CH464491.1	3587435	3587451
CH464491.1	3588658	3588676
CH464491.1	3588968	3588986
CH464491.1	3589249	3589265
CH464491.1	3589400	3589416
CH464491.1	3589473	3589493
CH464491.1	3589669	3589685
CH464491.1	3590035	3590051
CH464491.1	3590538	3590554
CH464491.1	3591085	3591101
CH464491.1	3591507	3591523
CH464491.1	3592452	3592468
CH464491.1	3592884	3592900
CH464491.1	3593083	3593101
CH464491.1	3593150	3593166
CH464491.1	3593276	3593292
CH464491.1	3593617	3593635
CH464491.1	3593820	3593836
CH464491.1	3594582	3594598
CH464491.1	3594931	3594947
CH464491.1	3595541	3595557
CH464491.1	3596626	3596642
CH464491.1	3597081	3597097
CH464491.1	3597320	3597336
CH464491.1	3598502	3598518
CH464491.1	3598908	3598924
CH464491.1	3599085	3599101
CH464491.1	3599441	3599459
CH464491.1	3599859	3599875
CH464491.1	3600338	3600354
CH464491.1	3600458	3600476
CH464491.1	3601414	3601436
CH464491.1	3603360	3603376
CH464491.1	3603393	3603411
CH464491.1	3604130	3604148
CH464491.1	3604164	3604180
CH464491.1	3604199	3604217
CH464491.1	3605550	3605568
CH464491.1	3605569	3605587
CH464491.1	3606188	3606204
CH464491.1	3607359	3607375
CH464491.1	3608640	3608656
CH464491.1	3608933	3608951
CH464491.1	3609094	3609118
CH464491.1	3609270	3609294
CH464491.1	3609354	3609370
CH464491.1	3609590	3609606
CH464491.1	3609986	3610002
CH464491.1	3610694	3610710
CH464491.1	3610934	3610950
CH464491.1	3611344	3611360
CH464491.1	3611440	3611456
CH464491.1	3611509	3611529
CH464491.1	3611671	3611689
CH464491.1	3611945	3611961
CH464491.1	3612185	3612201
CH464491.1	3612595	3612611
CH464491.1	3612691	3612707
CH464491.1	3612760	3612780
CH464491.1	3612922	3612940
CH464491.1	3613196	3613212
CH464491.1	3613436	3613452
CH464491.1	3613846	3613862
CH464491.1	3613942	3613958
CH464491.1	3614011	3614031
CH464491.1	3614173	3614191
CH464491.1	3614447	3614463
CH464491.1	3614687	3614703
CH464491.1	3615097	3615113
CH464491.1	3615193	3615209
CH464491.1	3615262	3615282
CH464491.1	3615424	3615442
CH464491.1	3615698	3615714
CH464491.1	3615938	3615954
CH464491.1	3616348	3616364
CH464491.1	3616444	3616460
CH464491.1	3616513	3616533
CH464491.1	3616675	3616693
CH464491.1	3616949	3616965
CH464491.1	3617189	3617205
CH464491.1	3617599	3617615
CH464491.1	3617695	3617711
CH464491.1	3617764	3617784
CH464491.1	3617926	3617944
CH464491.1	3618200	3618216
CH464491.1	3618440	3618456
CH464491.1	3618850	3618866
CH464491.1	3618946	3618962
CH464491.1	3619015	3619035
CH464491.1	3619177	3619195
CH464491.1	3619451	3619467
CH464491.1	3619691	3619707
CH464491.1	3620101	3620117
CH464491.1	3620197	3620213
CH464491.1	3620266	3620286
CH464491.1	3620428	3620446
CH464491.1	3620702	3620718
CH464491.1	3620942	3620958
CH464491.1	3621352	3621368
CH464491.1	3621448	3621464
CH464491.1	3621517	3621537
CH464491.1	3621679	3621697
CH464491.1	3621953	3621969
CH464491.1	3622193	3622209
CH464491.1	3622603	3622619
CH464491.1	3622699	3622715
CH464491.1	3622768	3622788
CH464491.1	3622930	3622948
CH464491.1	3623204	3623220
CH464491.1	3623444	3623460
CH464491.1	3627308	3627324
CH464491.1	3629435	3629451
CH464491.1	3629954	3629976
CH464491.1	3630372	3630388
CH464491.1	3630480	3630504
CH464491.1	3630891	3630907
CH464491.1	3631157	3631175
CH464491.1	3632229	3632245
CH464491.1	3632476	3632492
CH464491.1	3634346	3634366
CH464491.1	3634808	3634824
CH464491.1	3637912	3637932
CH464491.1	3638315	3638331
CH464491.1	3639199	3639215
CH464491.1	3640296	3640312
CH464491.1	3641158	3641174
CH464491.1	3642719	3642735
CH464491.1	3642765	3642785
CH464491.1	3642975	3642991
CH464491.1	3643688	3643704
CH464491.1	3645088	3645104
CH464491.1	3646216	3646232
CH464491.1	3646256	3646272
CH464491.1	3646737	3646755
CH464491.1	3647982	3647998
CH464491.1	3648111	3648133
CH464491.1	3649442	3649460
CH464491.1	3650650	3650666
CH464491.1	3651157	3651173
CH464491.1	3652100	3652116
CH464491.1	3654142	3654158
CH464491.1	3654234	3654250
CH464491.1	3654317	3654333
CH464491.1	3655428	3655444
CH464491.1	3656017	3656035
CH464491.1	3656060	3656084
CH464491.1	3657756	3657772
CH464491.1	3658061	3658077
CH464491.1	3658412	3658428
CH464491.1	3658875	3658891
CH464491.1	3660078	3660094
CH464491.1	3660313	3660331
CH464491.1	3661272	3661288
CH464491.1	3661788	3661804
CH464491.1	3661826	3661848
CH464491.1	3661872	3661888
CH464491.1	3663118	3663134
CH464491.1	3664281	3664305
CH464491.1	3665497	3665513
CH464491.1	3665796	3665812
CH464491.1	3665817	3665833
CH464491.1	3666820	3666836
CH464491.1	3667802	3667818
CH464491.1	3668719	3668735
CH464491.1	3670528	3670546
CH464491.1	3671003	3671023
CH464491.1	3671195	3671211
CH464491.1	3671374	3671392
CH464491.1	3672176	3672192
CH464491.1	3672871	3672893
CH464491.1	3673622	3673640
CH464491.1	3673798	3673820
CH464491.1	3675432	3675448
CH464491.1	3677515	3677531
CH464491.1	3680091	3680109
CH464491.1	3681741	3681757
CH464491.1	3681859	3681875
CH464491.1	3682065	3682081
CH464491.1	3682893	3682909
CH464491.1	3683130	3683146
CH464491.1	3685605	3685621
CH464491.1	3685681	3685703
CH464491.1	3685813	3685829
CH464491.1	3686091	3686107
CH464491.1	3686269	3686289
CH464491.1	3686437	3686453
CH464491.1	3686504	3686520
CH464491.1	3687292	3687310
CH464491.1	3688073	3688089
CH464491.1	3689005	3689029
CH464491.1	3689050	3689072
CH464491.1	3690647	3690663
CH464491.1	3690836	3690852
CH464491.1	3696298	3696314
CH464491.1	3701398	3701422
CH464491.1	3702048	3702064
CH464491.1	3702407	3702427
CH464491.1	3702493	3702511
CH464491.1	3702772	3702788
CH464491.1	3703037	3703053
CH464491.1	3703786	3703802
CH464491.1	3704804	3704822
CH464491.1	3705022	3705038
CH464491.1	3705452	3705468
CH464491.1	3707209	3707227
CH464491.1	3707880	3707896
CH464491.1	3708175	3708191
CH464491.1	3709011	3709027
CH464491.1	3709424	3709448
CH464491.1	3710125	3710141
CH464491.1	3710623	3710639
CH464491.1	3711011	3711027
CH464491.1	3711314	3711330
CH464491.1	3711948	3711966
CH464491.1	3712453	3712471
CH464491.1	3712722	3712738
CH464491.1	3713071	3713089
CH464491.1	3714108	3714124
CH464491.1	3714573	3714593
CH464491.1	3715002	3715018
CH464491.1	3715165	3715181
CH464491.1	3716873	3716889
CH464491.1	3718193	3718209
CH464491.1	3720641	3720657
CH464491.1	3720716	3720732
CH464491.1	3720863	3720879
CH464491.1	3720977	3720993
CH464491.1	3721201	3721217
CH464491.1	3722675	3722691
CH464491.1	3722735	3722751
CH464491.1	3723052	3723076
CH464491.1	3723077	3723101
CH464491.1	3723102	3723126
CH464491.1	3723127	3723151
CH464491.1	3724162	3724178
CH464491.1	3724605	3724621
CH464491.1	3726121	3726139
CH464491.1	3727834	3727854
CH464491.1	3728637	3728653
CH464491.1	3728991	3729007
CH464491.1	3729577	3729597
CH464491.1	3729785	3729801
CH464491.1	3729862	3729878
CH464491.1	3730178	3730194
CH464491.1	3731630	3731646
CH464491.1	3731925	3731941
CH464491.1	3731969	3731985
CH464491.1	3732212	3732228
CH464491.1	3732466	3732482
CH464491.1	3732751	3732769
CH464491.1	3733264	3733280
CH464491.1	3734647	3734663
CH464491.1	3734693	3734715
CH464491.1	3735623	3735639
CH464491.1	3735837	3735859
CH464491.1	3736104	3736120
CH464491.1	3736185	3736201
CH464491.1	3737386	3737408
CH464491.1	3737434	3737450
CH464491.1	3737657	3737673
CH464491.1	3737820	3737840
CH464491.1	3738083	3738103
CH464491.1	3738591	3738607
CH464491.1	3738996	3739012
CH464491.1	3740398	3740416
CH464491.1	3741972	3741990
CH464491.1	3742493	3742509
CH464491.1	3744426	3744442
CH464491.1	3746615	3746631
CH464491.1	3749413	3749429
CH464491.1	3750474	3750490
CH464491.1	3750647	3750663
CH464491.1	3751191	3751207
CH464491.1	3752250	3752266
CH464491.1	3753253	3753269
CH464491.1	3753614	3753630
CH464491.1	3753713	3753729
CH464491.1	3755163	3755179
CH464491.1	3756474	3756490
CH464491.1	3756881	3756905
CH464491.1	3757312	3757328
CH464491.1	3758282	3758304
CH464491.1	3760076	3760092
CH464491.1	3760771	3760787
CH464491.1	3761680	3761696
CH464491.1	3765265	3765281
CH464491.1	3765476	3765492
CH464491.1	3765610	3765626
CH464491.1	3766173	3766193
CH464491.1	3766696	3766712
CH464491.1	3768671	3768687
CH464491.1	3768821	3768841
CH464491.1	3769337	3769359
CH464491.1	3769609	3769625
CH464491.1	3770017	3770041
CH464491.1	3770143	3770159
CH464491.1	3770313	3770329
CH464491.1	3770353	3770369
CH464491.1	3770511	3770527
CH464491.1	3770695	3770717
CH464491.1	3770869	3770885
CH464491.1	3771969	3771993
CH464491.1	3774108	3774124
CH464491.1	3774903	3774919
CH464491.1	3775773	3775789
CH464491.1	3777423	3777439
CH464491.1	3777956	3777972
CH464491.1	3778222	3778242
CH464491.1	3778255	3778279
CH464491.1	3779216	3779232
CH464491.1	3780577	3780597
CH464491.1	3781363	3781379
CH464491.1	3782840	3782856
CH464491.1	3783273	3783289
CH464491.1	3783622	3783638
CH464491.1	3783898	3783920
CH464491.1	3785189	3785205
CH464491.1	3785398	3785420
CH464491.1	3785513	3785529
CH464491.1	3785694	3785710
CH464491.1	3785976	3785992
CH464491.1	3786006	3786028
CH464491.1	3786084	3786100
CH464491.1	3786155	3786171
CH464491.1	3787533	3787549
CH464491.1	3787972	3787988
CH464491.1	3790093	3790117
CH464491.1	3790360	3790376
CH464491.1	3790388	3790404
CH464491.1	3791048	3791066
CH464491.1	3791443	3791459
CH464491.1	3791615	3791631
CH464491.1	3792312	3792328
CH464491.1	3792884	3792908
CH464491.1	3793440	3793456
CH464491.1	3795664	3795682
CH464491.1	3797022	3797038
CH464491.1	3797742	3797758
CH464491.1	3799534	3799550
CH464491.1	3799598	3799614
CH464491.1	3799705	3799721
CH464491.1	3800029	3800045
CH464491.1	3801058	3801078
CH464491.1	3802018	3802034
CH464491.1	3802094	3802110
CH464491.1	3802544	3802562
CH464491.1	3803012	3803028
CH464491.1	3803464	3803480
CH464491.1	3803568	3803584
CH464491.1	3804245	3804261
CH464491.1	3804652	3804672
CH464491.1	3805081	3805097
CH464491.1	3806112	3806128
CH464491.1	3807175	3807191
CH464491.1	3807731	3807747
CH464491.1	3808718	3808742
CH464491.1	3809151	3809167
CH464491.1	3810182	3810198
CH464491.1	3811251	3811267
CH464491.1	3814103	3814119
CH464491.1	3819251	3819267
CH464491.1	3820183	3820199
CH464491.1	3823010	3823026
CH464491.1	3823454	3823470
CH464491.1	3826329	3826345
CH464491.1	3826834	3826850
CH464491.1	3827636	3827652
CH464491.1	3827844	3827860
CH464491.1	3827898	3827914
CH464491.1	3828033	3828049
CH464491.1	3828218	3828234
CH464491.1	3829917	3829935
CH464491.1	3831306	3831322
CH464491.1	3831876	3831900
CH464491.1	3831901	3831917
CH464491.1	3832238	3832254
CH464491.1	3832407	3832423
CH464491.1	3832504	3832520
CH464491.1	3832855	3832873
CH464491.1	3834154	3834170
CH464491.1	3835878	3835894
CH464491.1	3836465	3836481
CH464491.1	3837198	3837214
CH464491.1	3838353	3838369
CH464491.1	3838397	3838413
CH464491.1	3838490	3838506
CH464491.1	3839241	3839257
CH464491.1	3839422	3839438
CH464491.1	3839506	3839522
CH464491.1	3839753	3839769
CH464491.1	3839930	3839946
CH464491.1	3840276	3840292
CH464491.1	3841714	3841730
CH464491.1	3841991	3842007
CH464491.1	3842113	3842129
CH464491.1	3842951	3842967
CH464491.1	3843258	3843274
CH464491.1	3843287	3843307
CH464491.1	3843421	3843437
CH464491.1	3843731	3843749
CH464491.1	3844369	3844385
CH464491.1	3844413	3844431
CH464491.1	3845272	3845288
CH464491.1	3845597	3845615
CH464491.1	3847708	3847724
CH464491.1	3848709	3848725
CH464491.1	3849334	3849356
CH464491.1	3849627	3849643
CH464491.1	3850630	3850646
CH464491.1	3850760	3850776
CH464491.1	3850854	3850870
CH464491.1	3851296	3851316
CH464491.1	3852173	3852189
CH464491.1	3852252	3852268
CH464491.1	3852350	3852370
CH464491.1	3852679	3852697
CH464491.1	3852827	3852843
CH464491.1	3853171	3853189
CH464491.1	3853739	3853755
CH464491.1	3855725	3855741
CH464491.1	3856349	3856365
CH464491.1	3856447	3856463
CH464491.1	3856816	3856832
CH464491.1	3859265	3859289
CH464491.1	3860911	3860927
CH464491.1	3861239	3861255
CH464491.1	3861734	3861750
CH464491.1	3866283	3866299
CH464491.1	3866782	3866798
CH464491.1	3867368	3867384
CH464491.1	3867436	3867452
CH464491.1	3868622	3868638
CH464491.1	3868865	3868881
CH464491.1	3871240	3871256
CH464491.1	3871357	3871377
CH464491.1	3872622	3872638
CH464491.1	3872808	3872824
CH464491.1	3873022	3873040
CH464491.1	3873044	3873060
CH464491.1	3873147	3873163
CH464491.1	3873173	3873189
CH464491.1	3873319	3873335
CH464491.1	3873748	3873770
CH464491.1	3874020	3874036
CH464491.1	3874536	3874552
CH464491.1	3874784	3874800
CH464491.1	3875860	3875876
CH464491.1	3876042	3876058
CH464491.1	3876527	3876543
CH464491.1	3877043	3877059
CH464491.1	3877291	3877307
CH464491.1	3877993	3878011
CH464491.1	3878347	3878363
CH464491.1	3878529	3878545
CH464491.1	3879015	3879031
CH464491.1	3879531	3879547
CH464491.1	3879779	3879795
CH464491.1	3880481	3880499
CH464491.1	3880835	3880851
CH464491.1	3881017	3881033
CH464491.1	3882969	3882991
CH464491.1	3883976	3883992
CH464491.1	3884682	3884698
CH464491.1	3884915	3884931
CH464491.1	3885197	3885213
CH464491.1	3886174	3886190
CH464491.1	3886910	3886928
CH464491.1	3887112	3887128
CH464491.1	3887397	3887413
CH464491.1	3887435	3887451
CH464491.1	3887622	3887638
CH464491.1	3887798	3887814
CH464491.1	3889671	3889687
CH464491.1	3890235	3890255
CH464491.1	3890606	3890622
CH464491.1	3891811	3891827
CH464491.1	3892569	3892591
CH464491.1	3892798	3892814
CH464491.1	3893686	3893702
CH464491.1	3894367	3894383
CH464491.1	3896994	3897014
CH464491.1	3897526	3897550
CH464491.1	3899591	3899607
CH464491.1	3900145	3900161
CH464491.1	3900550	3900566
CH464491.1	3900726	3900742
CH464491.1	3901189	3901207
CH464491.1	3901281	3901297
CH464491.1	3901923	3901939
CH464491.1	3902915	3902935
CH464491.1	3903242	3903258
CH464491.1	3904085	3904101
CH464491.1	3905215	3905231
CH464491.1	3906873	3906889
CH464491.1	3907833	3907849
CH464491.1	3907965	3907981
CH464491.1	3908145	3908161
CH464491.1	3908212	3908228
CH464491.1	3908704	3908720
CH464491.1	3909891	3909911
CH464491.1	3911101	3911117
CH464491.1	3911214	3911230
CH464491.1	3911468	3911490
CH464491.1	3912767	3912783
CH464491.1	3913048	3913064
CH464491.1	3914441	3914457
CH464491.1	3916549	3916565
CH464491.1	3916586	3916602
CH464491.1	3918142	3918158
CH464491.1	3921511	3921527
CH464491.1	3923826	3923842
CH464491.1	3924384	3924400
CH464491.1	3926350	3926366
CH464491.1	3928992	3929008
CH464491.1	3929271	3929287
CH464491.1	3929388	3929408
CH464491.1	3930096	3930112
CH464491.1	3930996	3931012
CH464491.1	3931105	3931121
CH464491.1	3931169	3931185
CH464491.1	3931278	3931294
CH464491.1	3931765	3931783
CH464491.1	3932264	3932280
CH464491.1	3932511	3932529
CH464491.1	3932982	3932998
CH464491.1	3933073	3933089
CH464491.1	3933335	3933355
CH464491.1	3934492	3934508
CH464491.1	3934733	3934749
CH464491.1	3934876	3934892
CH464491.1	3935750	3935766
CH464491.1	3935969	3935985
CH464491.1	3936210	3936226
CH464491.1	3936353	3936369
CH464491.1	3936995	3937011
CH464491.1	3937639	3937655
CH464491.1	3938673	3938689
CH464491.1	3939932	3939948
CH464491.1	3940151	3940167
CH464491.1	3940392	3940408
CH464491.1	3940535	3940551
CH464491.1	3941177	3941193
CH464491.1	3941821	3941837
CH464491.1	3942855	3942871
CH464491.1	3944114	3944130
CH464491.1	3944333	3944349
CH464491.1	3944574	3944590
CH464491.1	3944717	3944733
CH464491.1	3945359	3945375
CH464491.1	3946003	3946019
CH464491.1	3947037	3947053
CH464491.1	3948296	3948312
CH464491.1	3948515	3948531
CH464491.1	3948756	3948772
CH464491.1	3948899	3948915
CH464491.1	3951164	3951184
CH464491.1	3951530	3951546
CH464491.1	3952727	3952743
CH464491.1	3953973	3953989
CH464491.1	3954144	3954160
CH464491.1	3954524	3954540
CH464491.1	3955288	3955306
CH464491.1	3955651	3955667
CH464491.1	3955698	3955714
CH464491.1	3957857	3957873
CH464491.1	3958615	3958631
CH464491.1	3959108	3959124
CH464491.1	3959459	3959475
CH464491.1	3959921	3959943
CH464491.1	3960378	3960394
CH464491.1	3960412	3960432
CH464491.1	3960520	3960536
CH464491.1	3960718	3960740
CH464491.1	3960776	3960792
CH464491.1	3961210	3961228
CH464491.1	3962808	3962824
CH464491.1	3964088	3964106
CH464491.1	3964513	3964529
CH464491.1	3964774	3964790
CH464491.1	3965090	3965106
CH464491.1	3965214	3965230
CH464491.1	3967229	3967245
CH464491.1	3967932	3967956
CH464491.1	3968032	3968048
CH464491.1	3969312	3969328
CH464491.1	3970343	3970359
CH464491.1	3970566	3970582
CH464491.1	3970632	3970648
CH464491.1	3970942	3970958
CH464491.1	3971803	3971819
CH464491.1	3974654	3974670
CH464491.1	3974756	3974772
CH464491.1	3974900	3974916
CH464491.1	3976759	3976775
CH464491.1	3976968	3976984
CH464491.1	3977083	3977099
CH464491.1	3977220	3977236
CH464491.1	3977379	3977395
CH464491.1	3979226	3979242
CH464491.1	3979732	3979748
CH464491.1	3980619	3980635
CH464491.1	3980763	3980779
CH464491.1	3980944	3980960
CH464491.1	3982669	3982685
CH464491.1	3983079	3983095
CH464491.1	3987429	3987445
CH464491.1	3991097	3991113
CH464491.1	3991578	3991594
CH464491.1	3991951	3991967
CH464491.1	3999070	3999088
CH464491.1	4000036	4000052
CH464491.1	4001029	4001045
CH464491.1	4003658	4003674
CH464491.1	4003752	4003768
CH464491.1	4004234	4004250
CH464491.1	4004386	4004402
CH464491.1	4004476	4004494
CH464491.1	4007480	4007496
CH464491.1	4008642	4008666
CH464491.1	4008933	4008949
CH464491.1	4009333	4009349
CH464491.1	4009480	4009496
CH464491.1	4009574	4009590
CH464491.1	4011237	4011261
CH464491.1	4011270	4011294
CH464491.1	4011703	4011721
CH464491.1	4012212	4012230
CH464491.1	4013577	4013593
CH464491.1	4014818	4014834
CH464491.1	4015782	4015798
CH464491.1	4016406	4016426
CH464491.1	4016883	4016899
CH464491.1	4018510	4018526
CH464491.1	4019401	4019417
CH464491.1	4021944	4021964
CH464491.1	4027453	4027469
CH464491.1	4027966	4027982
CH464491.1	4028017	4028033
CH464491.1	4028973	4028989
CH464491.1	4030501	4030517
CH464491.1	4031228	4031244
CH464491.1	4032799	4032819
CH464491.1	4033299	4033315
CH464491.1	4034515	4034531
CH464491.1	4035098	4035114
CH464491.1	4037659	4037675
CH464491.1	4038241	4038261
CH464491.1	4041819	4041835
CH464491.1	4042317	4042333
CH464491.1	4044715	4044731
CH464491.1	4047124	4047146
CH464491.1	4048572	4048588
CH464491.1	4048605	4048621
CH464491.1	4048709	4048725
CH464491.1	4049034	4049054
CH464491.1	4050439	4050455
CH464491.1	4050647	4050671
CH464491.1	4051924	4051940
CH464491.1	4052305	4052321
CH464491.1	4053812	4053828
CH464491.1	4054870	4054886
CH464491.1	4055140	4055156
CH464491.1	4058095	4058113
CH464491.1	4058800	4058816
CH464491.1	4059198	4059214
CH464491.1	4059357	4059373
CH464491.1	4059450	4059466
CH464491.1	4062984	4063000
CH464491.1	4063176	4063192
CH464491.1	4063903	4063919
CH464491.1	4064051	4064067
CH464491.1	4064875	4064893
CH464491.1	4067219	4067235
CH464491.1	4068018	4068034
CH464491.1	4068324	4068340
CH464491.1	4068580	4068596
CH464491.1	4069580	4069596
CH464491.1	4069690	4069706
CH464491.1	4070424	4070440
CH464491.1	4070932	4070948
CH464491.1	4071297	4071313
CH464491.1	4071370	4071386
CH464491.1	4072169	4072185
CH464491.1	4072296	4072312
CH464491.1	4072402	4072418
CH464491.1	4073120	4073136
CH464491.1	4073427	4073443
CH464491.1	4073498	4073514
CH464491.1	4074072	4074088
CH464491.1	4075566	4075582
CH464491.1	4076321	4076337
CH464491.1	4076670	4076686
CH464491.1	4076916	4076932
CH464491.1	4077636	4077652
CH464491.1	4077772	4077788
CH464491.1	4077904	4077920
CH464491.1	4078412	4078428
CH464491.1	4078773	4078791
CH464491.1	4078888	4078904
CH464491.1	4080003	4080019
CH464491.1	4080832	4080848
CH464491.1	4081451	4081467
CH464491.1	4081592	4081608
CH464491.1	4081690	4081706
CH464491.1	4081912	4081928
CH464491.1	4082234	4082250
CH464491.1	4082528	4082544
CH464491.1	4083014	4083030
CH464491.1	4084284	4084300
CH464491.1	4085921	4085937
CH464491.1	4086842	4086862
CH464491.1	4087004	4087020
CH464491.1	4087049	4087065
CH464491.1	4088021	4088037
CH464491.1	4091563	4091579
CH464491.1	4092456	4092472
CH464491.1	4095019	4095035
CH464491.1	4097453	4097469
CH464491.1	4098203	4098219
CH464491.1	4099693	4099709
CH464491.1	4100225	4100247
CH464491.1	4100315	4100331
CH464491.1	4100673	4100689
CH464491.1	4101028	4101044
CH464491.1	4101947	4101963
CH464491.1	4103167	4103183
CH464491.1	4107618	4107634
CH464491.1	4108473	4108491
CH464491.1	4108558	4108580
CH464491.1	4110891	4110907
CH464491.1	4111802	4111818
CH464491.1	4111997	4112013
CH464491.1	4114068	4114084
CH464491.1	4114102	4114118
CH464491.1	4117827	4117843
CH464491.1	4119965	4119985
CH464491.1	4121050	4121066
CH464491.1	4121154	4121170
CH464491.1	4121757	4121775
CH464491.1	4122055	4122073
CH464491.1	4122181	4122197
CH464491.1	4122858	4122874
CH464491.1	4123025	4123041
CH464491.1	4123275	4123291
CH464491.1	4123662	4123680
CH464491.1	4124752	4124768
CH464491.1	4124911	4124927
CH464491.1	4124977	4124997
CH464491.1	4125646	4125662
CH464491.1	4125707	4125725
CH464491.1	4126021	4126045
CH464491.1	4126587	4126603
CH464491.1	4127256	4127272
CH464491.1	4127279	4127295
CH464491.1	4127743	4127759
CH464491.1	4128011	4128033
CH464491.1	4128185	4128207
CH464491.1	4128471	4128487
CH464491.1	4128604	4128620
CH464491.1	4128677	4128693
CH464491.1	4129875	4129891
CH464491.1	4130279	4130295
CH464491.1	4131625	4131643
CH464491.1	4132275	4132291
CH464491.1	4133402	4133418
CH464491.1	4133484	4133502
CH464491.1	4135563	4135579
CH464491.1	4136182	4136198
CH464491.1	4137498	4137514
CH464491.1	4138286	4138302
CH464491.1	4138330	4138346
CH464491.1	4138489	4138505
CH464491.1	4140779	4140795
CH464491.1	4142469	4142485
CH464491.1	4143208	4143224
CH464491.1	4143240	4143256
CH464491.1	4143492	4143508
CH464491.1	4144053	4144069
CH464491.1	4145584	4145600
CH464491.1	4147196	4147212
CH464491.1	4149715	4149731
CH464491.1	4150933	4150949
CH464491.1	4151002	4151018
CH464491.1	4152140	4152156
CH464491.1	4152328	4152344
CH464491.1	4153161	4153177
CH464491.1	4153541	4153557
CH464491.1	4153795	4153811
CH464491.1	4153932	4153948
CH464491.1	4155773	4155789
CH464491.1	4157612	4157628
CH464491.1	4157899	4157915
CH464491.1	4157946	4157962
CH464491.1	4161163	4161179
CH464491.1	4162453	4162477
CH464491.1	4162478	4162494
CH464491.1	4162928	4162950
CH464491.1	4164083	4164099
CH464491.1	4164158	4164174
CH464491.1	4164421	4164437
CH464491.1	4165417	4165433
CH464491.1	4169857	4169873
CH464491.1	4172190	4172206
CH464491.1	4172304	4172320
CH464491.1	4173571	4173587
CH464491.1	4174597	4174613
CH464491.1	4174899	4174915
CH464491.1	4176823	4176839
CH464491.1	4177498	4177516
CH464491.1	4177896	4177916
CH464491.1	4178090	4178106
CH464491.1	4178531	4178547
CH464491.1	4179426	4179442
CH464491.1	4179899	4179915
CH464491.1	4180109	4180125
CH464491.1	4181202	4181218
CH464491.1	4182071	4182091
CH464491.1	4183156	4183172
CH464491.1	4184482	4184502
CH464491.1	4184540	4184556
CH464491.1	4184701	4184717
CH464491.1	4184718	4184736
CH464491.1	4185118	4185134
CH464491.1	4185322	4185340
CH464491.1	4186933	4186949
CH464491.1	4188274	4188290
CH464491.1	4188434	4188452
CH464491.1	4188869	4188885
CH464491.1	4189096	4189114
CH464491.1	4189591	4189611
CH464491.1	4190048	4190064
CH464491.1	4190176	4190192
CH464491.1	4190520	4190536
CH464491.1	4192487	4192503
CH464491.1	4193964	4193980
CH464491.1	4194074	4194090
CH464491.1	4194585	4194601
